,Unnamed: 0,Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,About,IsEnglish,TokenWords
31,95,96th,A ,Luccas Neto,487,18703101,3564747380,"Uma eterna crianca.
PUBLICIDADE : contato@luccasneto.com.br

Aqui voce pode viver o seu sonho.
Use a imaginacao e a criatividade para viver um mundo de magia e fantasia!

Todos os episodios sao LIVRES para todas as idades.",False,"['Uma', 'eterna', 'crianca', 'PUBLICIDADE', 'contato', 'Aqui', 'voce', 'pode', 'viver', 'o', 'seu', 'sonho', 'Use', 'a', 'imaginacao', 'e', 'a', 'criatividade', 'para', 'viver', 'um', 'mundo', 'de', 'magia', 'e', 'fantasia', 'Todos', 'os', 'episodios', 'sao', 'LIVRES', 'para', 'todas', 'as', 'idades']"
32,96,97th,A ,NollywoodStreams,1528,2794475,1171653272,"Nollywood Streams is your #1 point for exciting  Nigerian movies, latest african movies,latest ghanaian movies,latest yoruba movies and  Nollywood movies, Trailers, Watch Latest Nigerian movie trailers. Our collections of nollywood videos,yoruba film,yoruba movies, nollywood comedy are all available for your free watch and downloads, nollywood gossip, nollywood movies, nollywood news, nollywood stars and so on. All in one place, easy to find, and easier to get hooked. Watch nollywood movies free only on Nollywood streams",True,"['Nollywood', 'Streams', 'is', 'your', '1', 'point', 'for', 'exciting', 'Nigerian', 'movies', 'latest', 'african', 'movies', 'latest', 'ghanaian', 'movies', 'latest', 'yoruba', 'movies', 'and', 'Nollywood', 'movies', 'Trailers', 'Watch', 'Latest', 'Nigerian', 'movie', 'trailers', 'Our', 'collections', 'of', 'nollywood', 'videos', 'yoruba', 'film', 'yoruba', 'movies', 'nollywood', 'comedy', 'are', 'all', 'available', 'for', 'your', 'free', 'watch', 'and', 'downloads', 'nollywood', 'gossip', 'nollywood', 'movies', 'nollywood', 'news', 'nollywood', 'stars', 'and', 'so', 'on', 'All', 'in', 'one', 'place', 'easy', 'to', 'find', 'and', 'easier', 'to', 'get', 'hooked', 'Watch', 'nollywood', 'movies', 'free', 'only', 'on', 'Nollywood', 'streams']"
33,97,98th,A ,MGR PRODUCTION,2069,733903,401477421,Adult Content,True,"['Adult', 'Content']"
34,98,99th,A ,BeckyGVEVO,53,6658776,3518844458,"Becky G on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Becky', 'G', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
35,99,100th,A ,GMM GRAMMY OFFICIAL,5980,13426454,13503732638,"GMM Grammy    
   


""GMM Grammy Official""    YouTube  1  
       
GMM Grammy  24 .

GMM Grammy is Thailands leading public company in music and entertainment business, specializing in
creating contents and platforms to get customers involved in unlimited channels, with creativity and quality
at an international level.

GMM Grammy Official - Thailand #No. 1 YouTube channel - is the only channel to follow up-to-date songs, 
music videos and activities of GMM Grammy artists.",True,"['GMM', 'Grammy', 'GMM', 'Grammy', 'Official', 'YouTube', '1', 'GMM', 'Grammy', '24', 'GMM', 'Grammy', 'is', 'Thailands', 'leading', 'public', 'company', 'in', 'music', 'and', 'entertainment', 'business', 'specializing', 'in', 'creating', 'contents', 'and', 'platforms', 'to', 'get', 'customers', 'involved', 'in', 'unlimited', 'channels', 'with', 'creativity', 'and', 'quality', 'at', 'an', 'international', 'level', 'GMM', 'Grammy', 'Official', 'Thailand', 'No', '1', 'YouTube', 'channel', 'is', 'the', 'only', 'channel', 'to', 'follow', 'songs', 'music', 'videos', 'and', 'activities', 'of', 'GMM', 'Grammy', 'artists']"
36,101,102nd,A ,HTV2 Channel,5868,3798574,2073246834,"HTV2-Vie Channel cam ket tiep tuc mang en nhung noi dung giai tri hap dan va moi la nhat cho khan gia truyen hinh va khan gia online.
 Fanpage: https://www.facebook.com/HTV2VieChannel/
 Website: https://htv2channel.vn",False,"['Channel', 'cam', 'ket', 'tiep', 'tuc', 'mang', 'en', 'nhung', 'noi', 'dung', 'giai', 'tri', 'hap', 'dan', 'va', 'moi', 'la', 'nhat', 'cho', 'khan', 'gia', 'truyen', 'hinh', 'va', 'khan', 'gia', 'online', 'Fanpage', 'Website']"
37,103,104th,A ,And TV,25709,2963630,2474453105,atlanta's first independently produced non-vlog based video production channel,True,"['atlanta', 'first', 'independently', 'produced', 'based', 'video', 'production', 'channel']"
38,105,106th,A ,mmoshaya,716,6832523,3881188263,"             .       .     

Largest family vlogger in the Middle East. As well as vlogging we film sketches, challenges and a bunch of other entertaining stuff

Moshaya.com

Instagram  Snapchat  Facebook: mmoshaya
Twitter: MohamedMoshaya

 : .. 43967  21571 ",True,"['Largest', 'family', 'vlogger', 'in', 'the', 'Middle', 'East', 'As', 'well', 'as', 'vlogging', 'we', 'film', 'sketches', 'challenges', 'and', 'a', 'bunch', 'of', 'other', 'entertaining', 'stuff', 'Instagram', 'Snapchat', 'Facebook', 'mmoshaya', 'Twitter', 'MohamedMoshaya', '43967', '21571']"
39,106,107th,A ,Rajshri,5608,8808619,4772954260,"Welcome To Rajshri's YouTube Channel, The #1 Destination for Premium Hindi Entertainment videos. Enjoy Blockbuster Hindi Movies, Scenes, Songs, TV Shows & More.
Subscribe NOW!",True,"['Welcome', 'To', 'Rajshri', 'YouTube', 'Channel', 'The', '1', 'Destination', 'for', 'Premium', 'Hindi', 'Entertainment', 'videos', 'Enjoy', 'Blockbuster', 'Hindi', 'Movies', 'Scenes', 'Songs', 'TV', 'Shows', 'More', 'Subscribe', 'NOW']"
40,107,108th,A ,Venus,4138,7878536,2898110156,"For Top Most Viewed Songs : http://bit.ly/2oXKpmF
For Bollywood Romantic Unforgettable : http://bit.ly/2bFeNNM
For The Finest Collection Of Ghazals : http://bit.ly/2bK1BnU
For Bollywood Sad Songs : http://bit.ly/2ch194S

The Official YouTube Channel of Venus Worldwide Entertainment Pvt. Ltd.

Venus, one of the leading Music Labels in India believes Music is well said to be the speech of angels. 

Been in the Music Industry for the past three decades, Venus is a mark of Great Music.  We have a huge library of approx 30000 songs and 32 Films produced & Presented under our own banner. We have an Evergreen Catalogue that embraces songs of various genres, languages, artists, singer, composers, lyricists as well as all deities across our Four Official Channels.

Venus accepts the truth that Music is like Sound of Feelings. 

SUBSCRIBE NOW!!
https://www.youtube.com/watch?v=HQbZyOjXkNY",True,"['For', 'Top', 'Most', 'Viewed', 'Songs', 'For', 'Bollywood', 'Romantic', 'Unforgettable', 'For', 'The', 'Finest', 'Collection', 'Of', 'Ghazals', 'For', 'Bollywood', 'Sad', 'Songs', 'The', 'Official', 'YouTube', 'Channel', 'of', 'Venus', 'Worldwide', 'Entertainment', 'Pvt', 'Venus', 'one', 'of', 'the', 'leading', 'Music', 'Labels', 'in', 'India', 'believes', 'Music', 'is', 'well', 'said', 'to', 'be', 'the', 'speech', 'of', 'angels', 'Been', 'in', 'the', 'Music', 'Industry', 'for', 'the', 'past', 'three', 'decades', 'Venus', 'is', 'a', 'mark', 'of', 'Great', 'Music', 'We', 'have', 'a', 'huge', 'library', 'of', 'approx', '30000', 'songs', 'and', '32', 'Films', 'produced', 'Presented', 'under', 'our', 'own', 'banner', 'We', 'have', 'an', 'Evergreen', 'Catalogue', 'that', 'embraces', 'songs', 'of', 'various', 'genres', 'languages', 'artists', 'singer', 'composers', 'lyricists', 'as', 'well', 'as', 'all', 'deities', 'across', 'our', 'Four', 'Official', 'Channels', 'Venus', 'accepts', 'the', 'truth', 'that', 'Music', 'is', 'like', 'Sound', 'of', 'Feelings', 'SUBSCRIBE', 'NOW']"
41,109,110th,A ,Bollywood Classics,1698,5532599,2608650285,"Bollywood Classics promises to take you back to the golden era of Hindi cinema where the most phenomenal superstars of music were born. The channel is purely dedicated to some of the most memorable songs that have now become a part of our lives. Come, lets relive the magic of Bollywood Music with 'Bollywood Classics'.",True,"['Bollywood', 'Classics', 'promises', 'to', 'take', 'you', 'back', 'to', 'the', 'golden', 'era', 'of', 'Hindi', 'cinema', 'where', 'the', 'most', 'phenomenal', 'superstars', 'of', 'music', 'were', 'born', 'The', 'channel', 'is', 'purely', 'dedicated', 'to', 'some', 'of', 'the', 'most', 'memorable', 'songs', 'that', 'have', 'now', 'become', 'a', 'part', 'of', 'our', 'lives', 'Come', 'lets', 'relive', 'the', 'magic', 'of', 'Bollywood', 'Music', 'with', 'Classics']"
42,112,113th,A ,ImagineDragonsVEVO,94,10753521,5191219894,"Imagine Dragons on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Imagine', 'Dragons', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
43,114,115th,A ,CookieSwirlC,2874,9213304,9298343650,"Play The official Cookie Swirl World App Game for FREE: 

https://itunes.apple.com/us/app/cookie-swirl-world/id1445080198?ls=1&mt=8

https://play.google.com/store/apps/details?id=com.dyadgames.cookieswirlworld&hl=en

   
Hi Cookie Fans!!!  
Welcome to the sweet world of Cookieswirlc, a unique toy channel bursting with super happy, positive, family friendly videos inspired by sugary cute toys like Disney, Frozen, Princesses, mermaids, Littlest Pet Shop LPS, My Little Pony MLP, Lego, Barbie dolls, Play Doh, Monster High, Shopkins and much muchy more!!! Everything from stories, movies, playset toy reviews, hauls, blind bag openings, toy unboxing, and fun do it yourself crafts!


Are you subscribed? It's FREE!!! Don't miss out on all the fun!!!!

Get the official Cookie Swirl C Roblox Shirt : https://www.roblox.com/catalog/712932007/CookieSwirlC-Official-Shirt

Cookieswirlc does Not have Facebook, Snapchat, Skype or any other social media.",True,"['Play', 'The', 'official', 'Cookie', 'Swirl', 'World', 'App', 'Game', 'for', 'FREE', 'Hi', 'Cookie', 'Fans', 'Welcome', 'to', 'the', 'sweet', 'world', 'of', 'Cookieswirlc', 'a', 'unique', 'toy', 'channel', 'bursting', 'with', 'super', 'happy', 'positive', 'family', 'friendly', 'videos', 'inspired', 'by', 'sugary', 'cute', 'toys', 'like', 'Disney', 'Frozen', 'Princesses', 'mermaids', 'Littlest', 'Pet', 'Shop', 'LPS', 'My', 'Little', 'Pony', 'MLP', 'Lego', 'Barbie', 'dolls', 'Play', 'Doh', 'Monster', 'High', 'Shopkins', 'and', 'much', 'muchy', 'more', 'Everything', 'from', 'stories', 'movies', 'playset', 'toy', 'reviews', 'hauls', 'blind', 'bag', 'openings', 'toy', 'unboxing', 'and', 'fun', 'do', 'it', 'yourself', 'crafts', 'Are', 'you', 'subscribed', 'It', 'FREE', 'Do', 'miss', 'out', 'on', 'all', 'the', 'fun', 'Get', 'the', 'official', 'Cookie', 'Swirl', 'C', 'Roblox', 'Shirt', 'Cookieswirlc', 'does', 'Not', 'have', 'Facebook', 'Snapchat', 'Skype', 'or', 'any', 'other', 'social', 'media']"
44,121,122nd,A ,shakiraVEVO,142,19689891,14533614800,"Shakira on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Shakira', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
45,126,127th,A ,TheEllenShow,9066,27765423,13403860667,"For 15 incredible, eventful and sometimes life-changing seasons, Ellen has been making audiences laugh all over the world with her signature brand of humor and her powerful message of kindness. There's nobody better at making you laugh and brightening your day. You never know what funny can do!",True,"['For', '15', 'incredible', 'eventful', 'and', 'sometimes', 'seasons', 'Ellen', 'has', 'been', 'making', 'audiences', 'laugh', 'all', 'over', 'the', 'world', 'with', 'her', 'signature', 'brand', 'of', 'humor', 'and', 'her', 'powerful', 'message', 'of', 'kindness', 'There', 'nobody', 'better', 'at', 'making', 'you', 'laugh', 'and', 'brightening', 'your', 'day', 'You', 'never', 'know', 'what', 'funny', 'can', 'do']"
46,127,128th,A ,Family Fun Pack,1253,7552928,10014750723,"If someone's having fun, it's our family!  Our daily family friendly videos include challenges, parks, epic road trips, vlogs, toys, games, food, clothes and lots of other fun things!  We are the originators of the ""costume runway"" series on YouTube.  We have 6 kids:  Alyssa, David, Zac & Chris, all born within 39 months of each other, cute little brother Michael, and our new baby, Owen!  Our motto is ""fun with the family, every day"".

Thanks for visiting our channel. We love reading your comments! Please subscribe and enjoy watching our happy family grow up! 

Want to send fan mail? For companies wanting to send samples, please email first.
Address: 
Attn: family fun pack 
c/o We Work c/o BroadbandTV
520 Broadway, Suite 200
Santa Monica, CA 90401


People have been asking the kids sizes. Bigger is better if you're concerned. Here are some guidelines: Alyssa 14/16, David 14/16, twins 10/12, Michael 6/7, Owen, 2/3.",True,"['If', 'someone', 'having', 'fun', 'it', 'our', 'family', 'Our', 'daily', 'family', 'friendly', 'videos', 'include', 'challenges', 'parks', 'epic', 'road', 'trips', 'vlogs', 'toys', 'games', 'food', 'clothes', 'and', 'lots', 'of', 'other', 'fun', 'things', 'We', 'are', 'the', 'originators', 'of', 'the', 'costume', 'runway', 'series', 'on', 'YouTube', 'We', 'have', '6', 'kids', 'Alyssa', 'David', 'Zac', 'Chris', 'all', 'born', 'within', '39', 'months', 'of', 'each', 'other', 'cute', 'little', 'brother', 'Michael', 'and', 'our', 'new', 'baby', 'Owen', 'Our', 'motto', 'is', 'fun', 'with', 'the', 'family', 'every', 'day', 'Thanks', 'for', 'visiting', 'our', 'channel', 'We', 'love', 'reading', 'your', 'comments', 'Please', 'subscribe', 'and', 'enjoy', 'watching', 'our', 'happy', 'family', 'grow', 'up', 'Want', 'to', 'send', 'fan', 'mail', 'For', 'companies', 'wanting', 'to', 'send', 'samples', 'please', 'email', 'first', 'Address', 'Attn', 'family', 'fun', 'pack', 'We', 'Work', 'BroadbandTV', '520', 'Broadway', 'Suite', '200', 'Santa', 'Monica', 'CA', '90401', 'People', 'have', 'been', 'asking', 'the', 'kids', 'sizes', 'Bigger', 'is', 'better', 'if', 'you', 'concerned', 'Here', 'are', 'some', 'guidelines', 'Alyssa', 'David', 'twins', 'Michael', 'Owen']"
47,128,129th,A ,SebastianYatraVEVO,21,2851437,2034588299,"Sebastian Yatra en Vevo  Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos mas...",False,"['Sebastian', 'Yatra', 'en', 'Vevo', 'Videoclips', 'oficiales', 'Lyric', 'videos', 'Sesiones', 'en', 'vivo', 'Entrevistas', 'y', 'muchos', 'mas']"
48,130,131st,A ,Fozi Mozi,645,3564584,3232333195," ""  ""       .
Fozi Mozi & Tutti is an entertainment/ educational YouTube channel reaching millions Arab speaking kids around the globe. 
The channel in made of 2-6 min clips containing songs, sketches, news and other fun and educational activities. 
The content follows Fozi Mozi and his sister Tutti and their adventures thruogh life . going to school, to the dentist, helping grandma cook and so forth. While Fozi Mozi and Tutti are the more childish, naughty and naive characters, their sister Mandalina is the more mature and smart little sister, that helps them figure out how to solve the mess they had created.",True,"['Fozi', 'Mozi', 'Tutti', 'is', 'an', 'educational', 'YouTube', 'channel', 'reaching', 'millions', 'Arab', 'speaking', 'kids', 'around', 'the', 'globe', 'The', 'channel', 'in', 'made', 'of', 'min', 'clips', 'containing', 'songs', 'sketches', 'news', 'and', 'other', 'fun', 'and', 'educational', 'activities', 'The', 'content', 'follows', 'Fozi', 'Mozi', 'and', 'his', 'sister', 'Tutti', 'and', 'their', 'adventures', 'thruogh', 'life', 'going', 'to', 'school', 'to', 'the', 'dentist', 'helping', 'grandma', 'cook', 'and', 'so', 'forth', 'While', 'Fozi', 'Mozi', 'and', 'Tutti', 'are', 'the', 'more', 'childish', 'naughty', 'and', 'naive', 'characters', 'their', 'sister', 'Mandalina', 'is', 'the', 'more', 'mature', 'and', 'smart', 'little', 'sister', 'that', 'helps', 'them', 'figure', 'out', 'how', 'to', 'solve', 'the', 'mess', 'they', 'had', 'created']"
49,132,133rd,A ,AnuelVEVO,29,1100382,651668495,"Anuel en Vevo  Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos mas...",False,"['Anuel', 'en', 'Vevo', 'Videoclips', 'oficiales', 'Lyric', 'videos', 'Sesiones', 'en', 'vivo', 'Entrevistas', 'y', 'muchos', 'mas']"
50,138,139th,A ,LEGO,19293,6207095,8118958980,"Hello! Welcome to the home of the official LEGO channel, thanks for dropping by! We hope to inspire and develop the builders of tomorrow, so come and join us and watch your favorite Minifigure characters from LEGO Elves, The LEGO Movie, LEGO CITY, LEGO Star WarsTM, LEGO Ninjago, LEGO Bionicle and more come to life, in exclusive webisodes and stop motion videos! 

THERE ARE SO MANY FUN THINGS TO DO!!
1. Watch Playlists
2. Sort by LEGO theme
3. Subscribe for updates (click the red ""Subscribe"" button in the upper right of this page)
4. Make a custom Playlist (click 'video options,' then 'add to playlist' on any LEGO video you like! You can add to an existing playlist or make a new one.  Be sure you're signed in!)

We've even drafted in our very clever LEGO designers and builders to let us in on some of their secrets, so keep a look out for those to get some tips on how to build like a pro.

SUBSCRIBE, FAVORITE, LIKE and...enjoy!

See more at www.LEGO.com",True,"['Hello', 'Welcome', 'to', 'the', 'home', 'of', 'the', 'official', 'LEGO', 'channel', 'thanks', 'for', 'dropping', 'by', 'We', 'hope', 'to', 'inspire', 'and', 'develop', 'the', 'builders', 'of', 'tomorrow', 'so', 'come', 'and', 'join', 'us', 'and', 'watch', 'your', 'favorite', 'Minifigure', 'characters', 'from', 'LEGO', 'Elves', 'The', 'LEGO', 'Movie', 'LEGO', 'CITY', 'LEGO', 'Star', 'WarsTM', 'LEGO', 'Ninjago', 'LEGO', 'Bionicle', 'and', 'more', 'come', 'to', 'life', 'in', 'exclusive', 'webisodes', 'and', 'stop', 'motion', 'videos', 'THERE', 'ARE', 'SO', 'MANY', 'FUN', 'THINGS', 'TO', 'DO', '1', 'Watch', 'Playlists', '2', 'Sort', 'by', 'LEGO', 'theme', '3', 'Subscribe', 'for', 'updates', 'click', 'the', 'red', 'Subscribe', 'button', 'in', 'the', 'upper', 'right', 'of', 'this', 'page', '4', 'Make', 'a', 'custom', 'Playlist', 'click', 'options', 'then', 'to', 'playlist', 'on', 'any', 'LEGO', 'video', 'you', 'like', 'You', 'can', 'add', 'to', 'an', 'existing', 'playlist', 'or', 'make', 'a', 'new', 'one', 'Be', 'sure', 'you', 'signed', 'in', 'We', 'even', 'drafted', 'in', 'our', 'very', 'clever', 'LEGO', 'designers', 'and', 'builders', 'to', 'let', 'us', 'in', 'on', 'some', 'of', 'their', 'secrets', 'so', 'keep', 'a', 'look', 'out', 'for', 'those', 'to', 'get', 'some', 'tips', 'on', 'how', 'to', 'build', 'like', 'a', 'pro', 'SUBSCRIBE', 'FAVORITE', 'LIKE', 'and', 'enjoy', 'See', 'more', 'at']"
